t,DOY,hour,air_temperature_init,air_temperature_v1,PARi,soil_temperature_init,soil_temperature_v1,humidity,ambient_CO2,Wind,SRWC,air_temperature,soil_temperature
3677,140,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3678,140,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3679,140,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3680,140,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3681,140,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3682,140,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3683,140,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3684,140,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3685,140,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3686,140,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3687,140,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3688,140,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3689,140,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3690,140,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3691,140,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3692,140,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3693,140,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3694,140,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3695,140,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3696,140,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3697,140,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3698,140,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3699,141,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3700,141,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3701,141,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3702,141,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3703,141,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3704,141,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3705,141,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3706,141,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3707,141,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3708,141,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3709,141,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3710,141,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3711,141,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3712,141,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3713,141,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3714,141,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3715,141,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3716,141,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3717,141,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3718,141,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3719,141,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3720,141,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3721,141,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3722,141,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3723,142,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3724,142,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3725,142,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3726,142,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3727,142,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3728,142,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3729,142,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3730,142,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3731,142,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3732,142,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3733,142,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3734,142,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3735,142,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3736,142,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3737,142,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3738,142,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3739,142,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3740,142,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3741,142,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3742,142,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3743,142,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3744,142,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3745,142,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3746,142,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3747,143,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3748,143,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3749,143,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3750,143,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3751,143,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3752,143,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3753,143,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3754,143,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3755,143,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3756,143,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3757,143,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3758,143,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3759,143,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3760,143,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3761,143,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3762,143,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3763,143,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3764,143,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3765,143,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3766,143,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3767,143,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3768,143,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3769,143,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3770,143,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3771,144,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3772,144,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3773,144,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3774,144,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3775,144,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3776,144,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3777,144,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3778,144,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3779,144,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3780,144,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3781,144,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3782,144,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3783,144,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3784,144,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3785,144,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3786,144,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3787,144,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3788,144,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3789,144,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3790,144,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3791,144,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3792,144,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3793,144,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3794,144,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3795,145,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3796,145,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3797,145,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3798,145,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3799,145,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3800,145,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3801,145,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3802,145,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3803,145,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3804,145,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3805,145,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3806,145,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3807,145,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3808,145,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3809,145,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3810,145,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3811,145,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3812,145,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3813,145,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3814,145,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3815,145,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3816,145,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3817,145,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3818,145,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3819,146,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3820,146,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3821,146,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3822,146,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3823,146,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3824,146,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3825,146,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3826,146,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3827,146,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3828,146,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3829,146,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3830,146,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3831,146,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3832,146,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3833,146,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3834,146,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3835,146,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3836,146,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3837,146,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3838,146,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3839,146,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3840,146,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3841,146,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3842,146,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3843,147,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3844,147,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3845,147,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3846,147,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3847,147,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3848,147,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3849,147,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3850,147,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3851,147,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3852,147,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3853,147,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3854,147,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3855,147,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3856,147,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3857,147,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3858,147,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3859,147,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3860,147,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3861,147,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3862,147,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3863,147,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3864,147,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3865,147,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3866,147,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3867,148,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3868,148,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3869,148,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3870,148,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3871,148,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3872,148,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3873,148,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3874,148,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3875,148,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3876,148,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3877,148,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3878,148,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3879,148,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3880,148,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3881,148,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3882,148,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3883,148,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3884,148,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3885,148,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3886,148,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3887,148,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3888,148,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3889,148,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3890,148,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3891,149,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3892,149,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3893,149,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3894,149,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3895,149,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3896,149,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3897,149,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3898,149,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3899,149,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3900,149,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3901,149,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3902,149,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3903,149,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3904,149,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3905,149,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3906,149,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3907,149,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3908,149,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3909,149,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3910,149,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3911,149,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3912,149,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3913,149,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3914,149,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3915,150,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3916,150,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3917,150,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3918,150,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3919,150,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3920,150,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3921,150,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3922,150,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3923,150,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3924,150,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3925,150,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3926,150,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3927,150,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3928,150,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3929,150,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3930,150,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3931,150,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3932,150,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3933,150,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3934,150,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3935,150,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3936,150,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3937,150,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3938,150,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3939,151,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3940,151,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3941,151,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3942,151,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3943,151,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3944,151,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3945,151,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3946,151,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3947,151,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3948,151,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3949,151,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3950,151,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3951,151,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3952,151,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3953,151,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3954,151,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3955,151,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3956,151,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3957,151,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3958,151,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3959,151,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3960,151,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3961,151,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3962,151,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3963,151,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3964,151,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3965,151,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3966,151,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3967,151,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3968,151,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3969,151,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3970,151,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3971,151,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3972,151,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3973,151,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3974,151,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3975,151,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
3976,151,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
3977,151,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
3978,151,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
3979,151,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
3980,151,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
3981,151,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
3982,151,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
3983,151,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
3984,151,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
3985,151,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
3986,151,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
3987,152,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
3988,152,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
3989,152,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
3990,152,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
3991,152,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
3992,152,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
3993,152,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
3994,152,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
3995,152,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
3996,152,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
3997,152,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
3998,152,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
3999,152,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
4000,152,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
4001,152,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
4002,152,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
4003,152,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
4004,152,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
4005,152,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
4006,152,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
4007,152,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
4008,152,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
4009,152,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
4010,152,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
4011,153,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
4012,153,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
4013,153,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
4014,153,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
4015,153,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
4016,153,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
4017,153,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
4018,153,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
4019,153,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
4020,153,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
4021,153,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
4022,153,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
4023,153,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
4024,153,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
4025,153,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
4026,153,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
4027,153,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
4028,153,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
4029,153,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
4030,153,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
4031,153,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
4032,153,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
4033,153,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
4034,153,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
4035,154,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
4036,154,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
4037,154,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
4038,154,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
4039,154,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
4040,154,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
4041,154,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
4042,154,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
4043,154,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
4044,154,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
4045,154,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
4046,154,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
4047,154,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
4048,154,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
4049,154,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
4050,154,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
4051,154,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
4052,154,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
4053,154,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
4054,154,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
4055,154,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
4056,154,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
4057,154,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
4058,154,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
4059,155,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
4060,155,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
4061,155,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
4062,155,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
